-67,232
-67,232
-67,232
-67,232
-67,232
-67,232
-67,232
-67,232
-67,232
-67,232
-27,232
13,232
13,232
13,232
13,232
-27,232
-67,232
-107,232
-147,232
-187,232
-187,232
-187,232
-187,232
-227,232
-267,232
-307,232
-307,232
-307,232
-307,232
-307,232
-307,232
-307,232
-307,232
-307,232
-307,232
-307,221
-307,221
-307,221
-307,221
-307,210
-307,210
-307,210
-307,210
-307,210
-307,210
-307,210
-307,210
-307,210
-307,210
-307,210
-347,210
-347,210
-347,199
-347,199
-347,199
-347,188
-347,188
-347,188
-347,188
-347,188
-347,188
-347,188
-347,188
-347,188
-347,188
-387,188
-427,188
-467,188
-467,188
-467,188
-467,188
-467,188
-507,188
-547,188
-547,188
-547,188
-547,188
-547,188
-547,188
-547,188
-547,177
-547,166
-547,155
-547,155
-547,144
-547,144
-547,144
-547,144
-547,144
-547,144
-547,144
-587,144
-627,144
-627,144
-627,144
-627,144
-627,144
-627,144
-667,144
-707,144
-707,144
-707,144
-707,144
-707,155
-707,155
-707,155
-707,155
-707,155
-707,166
-707,166
-707,166
-707,166
-707,166
-707,166
-707,166
-747,166
-747,166
-747,177
-747,177
-747,177
-747,177
-747,177
-747,177
-747,188
-747,188
-747,188
-747,188
-747,188
-787,188
-827,188
-827,188
-827,199
-827,199
-827,199
-827,199
-827,199
-827,199
-867,199
-867,199
-867,210
-867,210
-867,210
-867,210
-867,210
-907,210
-907,210
-907,210
-907,210
-907,221
-907,221
-907,221
-907,221
-907,221
-907,221
-907,221
-907,221
-907,232
-907,232
-907,232
-907,232
-907,232
-947,232
-987,232
-987,232
-987,232
-987,232
-987,232
-987,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
-1027,232
